Date,City,Customer type,Gender,Product line,Quantity,Tax 5%,Total,Payment,gross margin percentage,gross income,Rating,Hours,month,Days
2019-03-26,Yangon,Normal,Male,Fashion accessories,1,2.62,55.0,Cash,4.76,2.62,5.8,18-21 PM,March,week4
2019-01-09,Yangon,Member,Male,Fashion accessories,5,9.64,202.34,Ewallet,4.76,9.64,5.6,12-15 PM,January,week2
2019-01-02,Mandalay,Normal,Male,Sports and travel,6,13.39,281.17,Credit card,4.76,13.39,5.1,18-21 PM,January,week1
2019-01-15,Naypyitaw,Normal,Male,Electronic accessories,10,27.94,586.64,Cash,4.76,27.94,5.8,12-15 PM,January,week3
2019-01-01,Naypyitaw,Member,Female,Sports and travel,6,8.77,184.09,Ewallet,4.76,8.77,5.0,9-12 AM,January,week1
2019-02-15,Yangon,Normal,Male,Fashion accessories,3,7.79,163.61,Cash,4.76,7.79,7.9,12-15 PM,February,week3
2019-02-28,Mandalay,Normal,Male,Electronic accessories,1,3.02,63.32,Cash,4.76,3.02,6.0,15-18 PM,February,week4
2019-03-02,Yangon,Member,Female,Sports and travel,2,3.95,82.89,Credit card,4.76,3.95,5.0,15-18 PM,March,week1
2019-02-13,Naypyitaw,Member,Female,Food and beverages,2,1.49,31.23,Credit card,4.76,1.49,8.9,15-18 PM,February,week2
2019-01-26,Yangon,Normal,Male,Fashion accessories,1,1.07,22.39,Cash,4.76,1.07,5.9,12-15 PM,January,week4
2019-01-30,Yangon,Member,Male,Electronic accessories,3,14.07,295.41,Credit card,4.76,14.07,5.9,9-12 AM,January,29-31
2019-01-27,Yangon,Member,Male,Electronic accessories,1,3.66,76.92,Ewallet,4.76,3.66,9.7,15-18 PM,January,week4
2019-01-30,Naypyitaw,Normal,Female,Sports and travel,1,1.12,23.5,Credit card,4.76,1.12,8.6,15-18 PM,January,29-31
2019-01-08,Naypyitaw,Member,Female,Food and beverages,9,32.8,688.72,Cash,4.76,32.8,4.0,18-21 PM,January,week2
2019-01-19,Yangon,Normal,Female,Fashion accessories,6,29.73,624.33,Cash,4.76,29.73,4.2,12-15 PM,January,week3
2019-01-25,Yangon,Normal,Male,Fashion accessories,1,3.7,77.81,Cash,4.76,3.7,9.2,9-12 AM,January,week4
2019-02-19,Yangon,Normal,Female,Fashion accessories,2,9.85,206.81,Ewallet,4.76,9.85,9.2,9-12 AM,February,week3
2019-01-14,Naypyitaw,Normal,Male,Health and beauty,7,18.62,390.95,Ewallet,4.76,18.62,5.0,15-18 PM,January,week2
2019-02-25,Mandalay,Normal,Female,Electronic accessories,10,26.4,554.29,Ewallet,4.76,26.4,10.0,9-12 AM,February,week4
2019-01-23,Yangon,Member,Female,Health and beauty,5,23.99,503.74,Ewallet,4.76,23.99,8.8,12-15 PM,January,week4
2019-02-16,Mandalay,Normal,Female,Fashion accessories,9,16.43,345.02,Cash,4.76,16.43,4.2,9-12 AM,February,week3
2019-01-01,Mandalay,Normal,Male,Food and beverages,8,8.45,177.41,Cash,4.76,8.45,6.3,18-21 PM,January,week1
2019-03-07,Yangon,Member,Female,Home and lifestyle,4,5.66,118.9,Cash,4.76,5.66,8.2,18-21 PM,March,week1
2019-02-15,Mandalay,Normal,Male,Health and beauty,6,17.28,362.82,Cash,4.76,17.28,5.1,12-15 PM,February,week3
2019-01-23,Yangon,Member,Female,Food and beverages,9,21.43,450.1,Cash,4.76,21.43,5.0,12-15 PM,January,week4
2019-02-20,Naypyitaw,Member,Female,Home and lifestyle,1,4.31,90.58,Ewallet,4.76,4.31,7.0,12-15 PM,February,week3
2019-01-08,Yangon,Member,Male,Sports and travel,2,1.28,26.8,Ewallet,4.76,1.28,7.8,15-18 PM,January,week2
2019-03-17,Mandalay,Normal,Female,Home and lifestyle,9,5.08,106.6,Credit card,4.76,5.08,4.3,9-12 AM,March,week3
2019-01-12,Mandalay,Normal,Female,Home and lifestyle,7,17.87,375.36,Cash,4.76,17.87,7.0,9-12 AM,January,week2
2019-01-08,Yangon,Member,Female,Electronic accessories,3,11.94,250.71,Cash,4.76,11.94,6.6,12-15 PM,January,week2
2019-01-26,Naypyitaw,Member,Male,Health and beauty,3,5.07,106.5,Ewallet,4.76,5.07,7.3,12-15 PM,January,week4
2019-03-15,Mandalay,Member,Male,Sports and travel,8,36.21,760.45,Credit card,4.76,36.21,6.5,12-15 PM,March,week3
2019-01-17,Naypyitaw,Member,Female,Health and beauty,2,6.28,131.92,Ewallet,4.76,6.28,4.9,12-15 PM,January,week3
2019-01-08,Naypyitaw,Member,Male,Food and beverages,3,3.65,76.58,Credit card,4.76,3.65,4.3,18-21 PM,January,week2
2019-01-06,Yangon,Normal,Male,Sports and travel,4,12.92,271.28,Ewallet,4.76,12.92,9.3,12-15 PM,January,week1
2019-02-16,Yangon,Member,Male,Food and beverages,7,8.69,182.43,Credit card,4.76,8.69,7.1,9-12 AM,February,week3
2019-03-13,Naypyitaw,Normal,Male,Fashion accessories,1,2.82,59.32,Ewallet,4.76,2.82,9.6,15-18 PM,March,week2
2019-01-28,Mandalay,Member,Female,Electronic accessories,10,10.72,225.02,Cash,4.76,10.72,6.2,9-12 AM,January,week4
2019-01-18,Yangon,Member,Male,Sports and travel,6,26.72,561.08,Cash,4.76,26.72,9.9,15-18 PM,January,week3
2019-03-19,Yangon,Member,Male,Home and lifestyle,4,4.66,97.82,Credit card,4.76,4.66,5.9,9-12 AM,March,week3
2019-03-15,Naypyitaw,Normal,Male,Home and lifestyle,8,26.1,548.18,Ewallet,4.76,26.1,6.3,12-15 PM,March,week3
2019-02-12,Naypyitaw,Member,Male,Fashion accessories,1,2.62,54.97,Cash,4.76,2.62,4.0,15-18 PM,February,week2
2019-02-25,Mandalay,Member,Male,Electronic accessories,1,1.99,41.74,Cash,4.76,1.99,6.1,18-21 PM,February,week4
2019-03-21,Yangon,Normal,Female,Electronic accessories,8,36.01,756.17,Credit card,4.76,36.01,4.5,15-18 PM,March,week3
2019-01-19,Mandalay,Member,Female,Electronic accessories,8,4.84,101.64,Ewallet,4.76,4.84,8.6,9-12 AM,January,week3
2019-01-08,Mandalay,Member,Female,Food and beverages,10,16.6,348.7,Ewallet,4.76,16.6,6.0,12-15 PM,January,week2
2019-03-30,Naypyitaw,Member,Female,Fashion accessories,8,4.07,85.51,Credit card,4.76,4.07,9.5,12-15 PM,March,29-31
2019-02-20,Mandalay,Member,Male,Sports and travel,10,16.0,335.9,Credit card,4.76,16.0,9.9,12-15 PM,February,week3
2019-03-30,Yangon,Member,Female,Home and lifestyle,6,10.33,216.85,Ewallet,4.76,10.33,7.5,12-15 PM,March,29-31
2019-03-19,Yangon,Member,Female,Food and beverages,2,8.33,175.01,Cash,4.76,8.33,7.6,12-15 PM,March,week3
2019-01-13,Yangon,Normal,Male,Sports and travel,7,15.95,335.01,Cash,4.76,15.95,5.0,9-12 AM,January,week2
2019-02-05,Yangon,Member,Male,Food and beverages,1,4.39,92.3,Ewallet,4.76,4.39,6.7,18-21 PM,February,week1
2019-03-23,Yangon,Member,Female,Electronic accessories,10,36.74,771.44,Ewallet,4.76,36.74,9.5,12-15 PM,March,week4
2019-03-13,Naypyitaw,Normal,Female,Fashion accessories,8,4.88,102.4,Ewallet,4.76,4.88,6.8,12-15 PM,March,week2
2019-03-17,Yangon,Member,Male,Sports and travel,10,38.46,807.66,Ewallet,4.76,38.46,5.6,18-21 PM,March,week3
2019-02-21,Naypyitaw,Normal,Female,Health and beauty,5,20.92,439.22,Cash,4.76,20.92,7.2,9-12 AM,February,week3
2019-02-07,Mandalay,Normal,Female,Electronic accessories,8,23.16,486.44,Cash,4.76,23.16,8.1,12-15 PM,February,week1
2019-03-02,Naypyitaw,Member,Female,Fashion accessories,5,23.12,485.57,Credit card,4.76,23.12,8.6,15-18 PM,March,week1
2019-03-06,Mandalay,Normal,Male,Electronic accessories,5,7.1,149.0,Cash,4.76,7.1,9.4,18-21 PM,March,week1
2019-02-06,Mandalay,Member,Male,Electronic accessories,6,15.14,317.83,Credit card,4.76,15.14,8.9,12-15 PM,February,week1
2019-01-28,Mandalay,Normal,Male,Health and beauty,8,39.66,832.94,Credit card,4.76,39.66,4.2,15-18 PM,January,week4
2019-01-18,Naypyitaw,Normal,Male,Fashion accessories,7,21.26,446.44,Ewallet,4.76,21.26,5.0,15-18 PM,January,week3
2019-02-05,Naypyitaw,Member,Female,Food and beverages,6,14.18,297.8,Cash,4.76,14.18,8.8,9-12 AM,February,week1
2019-03-02,Naypyitaw,Member,Male,Health and beauty,7,29.96,629.16,Cash,4.76,29.96,5.3,12-15 PM,March,week1
2019-02-09,Yangon,Member,Male,Food and beverages,9,15.77,331.13,Ewallet,4.76,15.77,4.6,18-21 PM,February,week2
2019-01-14,Naypyitaw,Member,Female,Electronic accessories,9,20.18,423.74,Credit card,4.76,20.18,7.5,12-15 PM,January,week2
2019-02-09,Mandalay,Normal,Male,Home and lifestyle,4,9.19,193.07,Ewallet,4.76,9.19,5.1,9-12 AM,February,week2
2019-03-26,Yangon,Member,Female,Health and beauty,5,6.93,145.58,Credit card,4.76,6.93,4.2,18-21 PM,March,week4
2019-01-28,Yangon,Normal,Male,Food and beverages,7,4.04,84.75,Cash,4.76,4.04,8.1,15-18 PM,January,week4
2019-02-14,Naypyitaw,Normal,Female,Health and beauty,2,5.83,122.47,Ewallet,4.76,5.83,6.0,12-15 PM,February,week2
2019-03-24,Naypyitaw,Member,Female,Home and lifestyle,4,15.68,329.2,Cash,4.76,15.68,7.9,15-18 PM,March,week4
2019-02-09,Naypyitaw,Normal,Male,Health and beauty,10,42.3,888.4,Credit card,4.76,42.3,8.8,18-21 PM,February,week2
2019-03-24,Mandalay,Normal,Female,Health and beauty,5,20.72,435.12,Credit card,4.76,20.72,6.6,12-15 PM,March,week4
2019-03-27,Yangon,Member,Female,Food and beverages,2,7.95,167.03,Ewallet,4.76,7.95,6.2,15-18 PM,March,week4
2019-01-27,Mandalay,Normal,Female,Home and lifestyle,10,24.5,514.6,Credit card,4.76,24.5,4.2,9-12 AM,January,week4
2019-03-27,Mandalay,Member,Female,Food and beverages,3,4.37,91.82,Credit card,4.76,4.37,7.3,18-21 PM,March,week4
2019-01-19,Naypyitaw,Normal,Female,Electronic accessories,4,11.23,235.75,Ewallet,4.76,11.23,8.6,9-12 AM,January,week3
2019-02-07,Yangon,Normal,Female,Home and lifestyle,8,37.25,782.21,Cash,4.76,37.25,6.8,9-12 AM,February,week1
2019-01-31,Yangon,Member,Male,Fashion accessories,8,20.54,431.26,Ewallet,4.76,20.54,7.6,9-12 AM,January,29-31
2019-02-25,Yangon,Member,Female,Food and beverages,3,14.94,313.74,Cash,4.76,14.94,5.8,18-21 PM,February,week4
2019-02-02,Naypyitaw,Normal,Female,Electronic accessories,6,10.65,223.59,Cash,4.76,10.65,4.1,12-15 PM,February,week1
2019-03-14,Naypyitaw,Member,Male,Sports and travel,1,2.14,44.99,Credit card,4.76,2.14,9.3,15-18 PM,March,week2
2019-03-11,Yangon,Normal,Female,Fashion accessories,4,18.93,397.61,Cash,4.76,18.93,6.8,9-12 AM,March,week2
2019-02-22,Mandalay,Normal,Male,Home and lifestyle,3,10.35,217.26,Ewallet,4.76,10.35,8.7,9-12 AM,February,week4
2019-03-02,Mandalay,Member,Female,Electronic accessories,3,3.94,82.72,Ewallet,4.76,3.94,6.3,12-15 PM,March,week1
2019-03-10,Naypyitaw,Member,Female,Home and lifestyle,9,16.11,338.22,Credit card,4.76,16.11,5.1,12-15 PM,March,week2
2019-02-08,Mandalay,Normal,Female,Home and lifestyle,6,4.91,103.13,Cash,4.76,4.91,7.0,9-12 AM,February,week2
2019-02-22,Naypyitaw,Member,Female,Home and lifestyle,2,1.27,26.73,Credit card,4.76,1.27,5.2,9-12 AM,February,week4
2019-01-10,Naypyitaw,Normal,Female,Sports and travel,7,29.1,611.08,Credit card,4.76,29.1,6.6,9-12 AM,January,week2
2019-03-14,Naypyitaw,Member,Female,Sports and travel,6,10.57,221.89,Ewallet,4.76,10.57,6.5,12-15 PM,March,week2
2019-01-10,Mandalay,Normal,Female,Electronic accessories,4,2.76,57.88,Ewallet,4.76,2.76,9.0,9-12 AM,January,week2
2019-02-15,Mandalay,Member,Male,Sports and travel,1,4.42,92.73,Credit card,4.76,4.42,5.2,15-18 PM,February,week3
2019-01-13,Yangon,Member,Female,Health and beauty,9,17.83,374.41,Credit card,4.76,17.83,6.8,15-18 PM,January,week2
2019-02-15,Mandalay,Normal,Female,Electronic accessories,9,39.71,833.96,Credit card,4.76,39.71,7.6,18-21 PM,February,week3
2019-03-02,Mandalay,Normal,Male,Sports and travel,2,2.53,53.15,Ewallet,4.76,2.53,7.2,18-21 PM,March,week1
2019-03-24,Mandalay,Normal,Male,Home and lifestyle,6,29.98,629.5,Ewallet,4.76,29.98,7.1,12-15 PM,March,week4
2019-02-02,Naypyitaw,Member,Female,Fashion accessories,2,8.34,175.04,Credit card,4.76,8.34,9.5,12-15 PM,February,week1
2019-02-27,Yangon,Normal,Female,Food and beverages,10,37.22,781.62,Ewallet,4.76,37.22,5.1,9-12 AM,February,week4
2019-01-20,Naypyitaw,Normal,Male,Health and beauty,7,22.43,470.99,Ewallet,4.76,22.43,7.6,9-12 AM,January,week3
2019-01-03,Mandalay,Normal,Female,Home and lifestyle,6,18.94,397.84,Ewallet,4.76,18.94,9.8,18-21 PM,January,week1
2019-01-24,Naypyitaw,Member,Male,Home and lifestyle,3,12.86,270.02,Ewallet,4.76,12.86,5.1,18-21 PM,January,week4
2019-01-05,Naypyitaw,Normal,Female,Health and beauty,7,27.61,579.84,Ewallet,4.76,27.61,7.5,18-21 PM,January,week1
2019-03-30,Yangon,Normal,Female,Sports and travel,5,22.37,469.77,Cash,4.76,22.37,7.4,9-12 AM,March,29-31
2019-02-17,Yangon,Member,Female,Health and beauty,3,13.81,290.08,Cash,4.76,13.81,4.2,15-18 PM,February,week3
2019-03-21,Naypyitaw,Normal,Female,Food and beverages,6,17.19,360.93,Ewallet,4.76,17.19,5.9,15-18 PM,March,week3
2019-03-02,Yangon,Normal,Male,Food and beverages,4,13.3,279.38,Ewallet,4.76,13.3,6.9,15-18 PM,March,week1
2019-03-27,Naypyitaw,Member,Male,Fashion accessories,9,44.92,943.3,Cash,4.76,44.92,6.6,9-12 AM,March,week4
2019-01-19,Yangon,Normal,Female,Home and lifestyle,10,22.84,479.64,Ewallet,4.76,22.84,5.7,18-21 PM,January,week3
2019-02-19,Yangon,Normal,Male,Health and beauty,5,12.7,266.65,Credit card,4.76,12.7,5.3,12-15 PM,February,week3
2019-03-28,Yangon,Member,Male,Health and beauty,7,3.53,74.09,Cash,4.76,3.53,4.2,18-21 PM,March,week4
2019-01-05,Yangon,Normal,Female,Electronic accessories,7,32.86,690.02,Credit card,4.76,32.86,7.3,9-12 AM,January,week1
2019-03-26,Naypyitaw,Member,Male,Electronic accessories,2,8.43,176.92,Credit card,4.76,8.43,5.3,12-15 PM,March,week4
2019-02-03,Mandalay,Member,Male,Fashion accessories,1,2.69,56.47,Ewallet,4.76,2.69,4.7,18-21 PM,February,week1
2019-02-06,Naypyitaw,Member,Male,Home and lifestyle,5,8.95,188.0,Ewallet,4.76,8.95,7.9,18-21 PM,February,week1
2019-02-24,Mandalay,Normal,Female,Food and beverages,8,10.57,222.01,Ewallet,4.76,10.57,8.9,12-15 PM,February,week4
2019-02-21,Mandalay,Member,Male,Health and beauty,3,5.99,125.72,Ewallet,4.76,5.99,9.3,12-15 PM,February,week3
2019-01-09,Mandalay,Member,Female,Home and lifestyle,3,3.28,68.98,Ewallet,4.76,3.28,4.7,18-21 PM,January,week2
2019-02-25,Mandalay,Member,Female,Food and beverages,4,12.57,263.97,Ewallet,4.76,12.57,8.7,12-15 PM,February,week4
2019-01-13,Naypyitaw,Member,Female,Food and beverages,4,4.21,88.37,Cash,4.76,4.21,7.6,12-15 PM,January,week2
2019-02-09,Mandalay,Member,Male,Home and lifestyle,6,19.77,415.23,Cash,4.76,19.77,5.7,9-12 AM,February,week2
2019-01-06,Yangon,Normal,Female,Fashion accessories,7,14.9,312.89,Cash,4.76,14.9,6.8,9-12 AM,January,week1
2019-01-10,Naypyitaw,Member,Male,Food and beverages,9,22.72,477.13,Cash,4.76,22.72,5.4,15-18 PM,January,week2
2019-02-07,Mandalay,Normal,Male,Electronic accessories,6,13.81,289.93,Cash,4.76,13.81,7.1,15-18 PM,February,week1
2019-01-09,Naypyitaw,Normal,Female,Home and lifestyle,10,7.9,165.9,Cash,4.76,7.9,7.8,9-12 AM,January,week2
2019-02-19,Yangon,Member,Female,Food and beverages,9,44.4,932.34,Cash,4.76,44.4,8.4,12-15 PM,February,week3
2019-03-18,Naypyitaw,Member,Male,Fashion accessories,1,4.6,96.58,Cash,4.76,4.6,9.8,12-15 PM,March,week3
2019-02-05,Yangon,Member,Male,Electronic accessories,2,2.09,43.87,Cash,4.76,2.09,9.8,18-21 PM,February,week1
2019-03-19,Yangon,Normal,Female,Fashion accessories,1,0.78,16.27,Credit card,4.76,0.78,7.4,12-15 PM,March,week3
2019-03-30,Naypyitaw,Member,Male,Electronic accessories,3,14.52,304.98,Cash,4.76,14.52,6.7,18-21 PM,March,29-31
2019-01-26,Mandalay,Normal,Male,Food and beverages,2,3.33,69.99,Credit card,4.76,3.33,6.4,12-15 PM,January,week4
2019-03-02,Mandalay,Normal,Female,Electronic accessories,2,3.83,80.37,Credit card,4.76,3.83,5.8,15-18 PM,March,week1
2019-03-04,Yangon,Normal,Female,Home and lifestyle,9,14.98,314.68,Ewallet,4.76,14.98,7.2,12-15 PM,March,week1
2019-01-13,Yangon,Member,Male,Home and lifestyle,3,12.15,255.18,Credit card,4.76,12.15,9.3,12-15 PM,January,week2
2019-03-25,Yangon,Normal,Female,Health and beauty,3,2.37,49.77,Cash,4.76,2.37,9.5,15-18 PM,March,week4
2019-03-11,Mandalay,Member,Female,Electronic accessories,5,8.62,181.07,Credit card,4.76,8.62,9.0,18-21 PM,March,week2
2019-01-01,Mandalay,Member,Female,Food and beverages,10,42.32,888.62,Credit card,4.76,42.32,9.0,9-12 AM,January,week1
2019-02-10,Mandalay,Member,Male,Home and lifestyle,7,12.92,271.29,Ewallet,4.76,12.92,6.7,12-15 PM,February,week2
2019-01-26,Mandalay,Normal,Male,Electronic accessories,7,30.48,640.04,Cash,4.76,30.48,5.5,12-15 PM,January,week4
2019-02-11,Yangon,Normal,Male,Home and lifestyle,3,12.01,252.25,Cash,4.76,12.01,5.4,12-15 PM,February,week2
2019-02-07,Naypyitaw,Normal,Male,Fashion accessories,2,8.61,180.87,Cash,4.76,8.61,8.2,15-18 PM,February,week1
2019-03-06,Mandalay,Member,Male,Fashion accessories,2,4.99,104.83,Credit card,4.76,4.99,7.0,9-12 AM,March,week1
2019-03-04,Yangon,Normal,Female,Food and beverages,4,14.93,313.57,Cash,4.76,14.93,8.5,9-12 AM,March,week1
2019-02-26,Mandalay,Member,Male,Food and beverages,6,7.98,167.58,Ewallet,4.76,7.98,4.9,12-15 PM,February,week4
2019-03-10,Mandalay,Normal,Female,Electronic accessories,1,1.27,26.72,Credit card,4.76,1.27,5.1,15-18 PM,March,week2
2019-02-04,Mandalay,Normal,Female,Food and beverages,1,3.39,71.16,Credit card,4.76,3.39,6.5,18-21 PM,February,week1
2019-01-19,Naypyitaw,Member,Male,Food and beverages,4,11.92,250.28,Cash,4.76,11.92,9.8,12-15 PM,January,week3
2019-01-23,Yangon,Normal,Male,Health and beauty,4,11.63,244.23,Cash,4.76,11.63,8.4,15-18 PM,January,week4
2019-03-14,Yangon,Member,Female,Sports and travel,9,43.87,921.19,Ewallet,4.76,43.87,7.4,12-15 PM,March,week2
2019-01-23,Naypyitaw,Normal,Male,Health and beauty,7,34.99,734.71,Cash,4.76,34.99,6.1,9-12 AM,January,week4
2019-01-09,Naypyitaw,Normal,Male,Electronic accessories,7,33.73,708.32,Cash,4.76,33.73,6.0,9-12 AM,January,week2
2019-02-07,Mandalay,Normal,Female,Fashion accessories,5,15.93,334.48,Ewallet,4.76,15.93,8.5,18-21 PM,February,week1
2019-02-18,Mandalay,Normal,Female,Health and beauty,2,1.48,31.0,Ewallet,4.76,1.48,4.3,12-15 PM,February,week3
2019-01-03,Mandalay,Member,Male,Health and beauty,8,24.8,520.8,Credit card,4.76,24.8,6.2,18-21 PM,January,week1
2019-03-29,Naypyitaw,Member,Male,Electronic accessories,10,41.17,864.57,Ewallet,4.76,41.17,4.3,18-21 PM,March,29-31
2019-01-28,Mandalay,Member,Male,Health and beauty,8,30.15,633.11,Credit card,4.76,30.15,8.4,15-18 PM,January,week4
2019-03-22,Yangon,Normal,Female,Food and beverages,5,14.14,296.94,Credit card,4.76,14.14,4.5,18-21 PM,March,week4
2019-01-24,Mandalay,Normal,Female,Sports and travel,10,38.3,804.3,Ewallet,4.76,38.3,6.0,15-18 PM,January,week4
2019-03-10,Yangon,Normal,Male,Electronic accessories,2,5.8,121.86,Ewallet,4.76,5.8,8.8,18-21 PM,March,week2
2019-02-22,Mandalay,Normal,Male,Fashion accessories,10,8.74,183.64,Ewallet,4.76,8.74,6.6,18-21 PM,February,week4
2019-02-18,Naypyitaw,Member,Female,Electronic accessories,1,3.05,64.0,Ewallet,4.76,3.05,5.9,9-12 AM,February,week3
2019-01-29,Naypyitaw,Normal,Male,Health and beauty,1,2.02,42.37,Ewallet,4.76,2.02,6.2,12-15 PM,January,29-31
2019-03-02,Mandalay,Normal,Female,Home and lifestyle,10,48.69,1022.49,Ewallet,4.76,48.69,4.4,15-18 PM,March,week1
2019-02-09,Yangon,Member,Male,Food and beverages,1,1.59,33.43,Cash,4.76,1.59,7.7,12-15 PM,February,week2
2019-02-22,Yangon,Normal,Male,Home and lifestyle,1,3.29,69.11,Cash,4.76,3.29,4.1,15-18 PM,February,week4
2019-02-18,Yangon,Member,Female,Fashion accessories,7,30.92,649.3,Cash,4.76,30.92,6.6,12-15 PM,February,week3
